County,State,Count,Critical,High,Low,Medium,tooltip
Reeves,Texas,8,3,0,0,5,"County: Reeves, Texas<br>Total Accidents: 8<br>Critical: 3<br>High: 0<br>Medium: 5<br>Low: 0"
Rensselaer,New York,230,23,29,1,177,"County: Rensselaer, New York<br>Total Accidents: 230<br>Critical: 23<br>High: 29<br>Medium: 177<br>Low: 1"
Renville,Minnesota,31,0,0,0,31,"County: Renville, Minnesota<br>Total Accidents: 31<br>Critical: 0<br>High: 0<br>Medium: 31<br>Low: 0"
Rhea,Tennessee,6,0,0,0,6,"County: Rhea, Tennessee<br>Total Accidents: 6<br>Critical: 0<br>High: 0<br>Medium: 6<br>Low: 0"
Rice,Kansas,1,0,0,0,1,"County: Rice, Kansas<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Rice,Minnesota,208,1,14,0,193,"County: Rice, Minnesota<br>Total Accidents: 208<br>Critical: 1<br>High: 14<br>Medium: 193<br>Low: 0"
Rich,Utah,1,0,0,0,1,"County: Rich, Utah<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Richland,Montana,5,0,0,0,5,"County: Richland, Montana<br>Total Accidents: 5<br>Critical: 0<br>High: 0<br>Medium: 5<br>Low: 0"
Richland,North Dakota,2,0,0,0,2,"County: Richland, North Dakota<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Richland,Ohio,14,1,2,0,11,"County: Richland, Ohio<br>Total Accidents: 14<br>Critical: 1<br>High: 2<br>Medium: 11<br>Low: 0"
Richland,South Carolina,2603,32,407,21,2143,"County: Richland, South Carolina<br>Total Accidents: 2603<br>Critical: 32<br>High: 407<br>Medium: 2143<br>Low: 21"
Richland,Wisconsin,1,1,0,0,0,"County: Richland, Wisconsin<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Richmond,Georgia,842,6,32,29,775,"County: Richmond, Georgia<br>Total Accidents: 842<br>Critical: 6<br>High: 32<br>Medium: 775<br>Low: 29"
Richmond,New York,389,11,74,0,304,"County: Richmond, New York<br>Total Accidents: 389<br>Critical: 11<br>High: 74<br>Medium: 304<br>Low: 0"
Richmond,North Carolina,14,1,1,0,12,"County: Richmond, North Carolina<br>Total Accidents: 14<br>Critical: 1<br>High: 1<br>Medium: 12<br>Low: 0"
Richmond,Virginia,11,3,0,0,8,"County: Richmond, Virginia<br>Total Accidents: 11<br>Critical: 3<br>High: 0<br>Medium: 8<br>Low: 0"
Richmond (City),Virginia,259,2,12,8,237,"County: Richmond (City), Virginia<br>Total Accidents: 259<br>Critical: 2<br>High: 12<br>Medium: 237<br>Low: 8"
Richmond City,Virginia,1625,10,215,74,1326,"County: Richmond City, Virginia<br>Total Accidents: 1625<br>Critical: 10<br>High: 215<br>Medium: 1326<br>Low: 74"
Richmond County,Virginia,11,6,0,0,5,"County: Richmond County, Virginia<br>Total Accidents: 11<br>Critical: 6<br>High: 0<br>Medium: 5<br>Low: 0"
Riley,Kansas,5,3,0,0,2,"County: Riley, Kansas<br>Total Accidents: 5<br>Critical: 3<br>High: 0<br>Medium: 2<br>Low: 0"
Rio Arriba,New Mexico,2,0,0,0,2,"County: Rio Arriba, New Mexico<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Rio Blanco,Colorado,12,5,0,0,7,"County: Rio Blanco, Colorado<br>Total Accidents: 12<br>Critical: 5<br>High: 0<br>Medium: 7<br>Low: 0"
Rio Grande,Colorado,3,1,0,0,2,"County: Rio Grande, Colorado<br>Total Accidents: 3<br>Critical: 1<br>High: 0<br>Medium: 2<br>Low: 0"
Ripley,Indiana,10,4,0,0,6,"County: Ripley, Indiana<br>Total Accidents: 10<br>Critical: 4<br>High: 0<br>Medium: 6<br>Low: 0"
Ritchie,West Virginia,4,1,0,0,3,"County: Ritchie, West Virginia<br>Total Accidents: 4<br>Critical: 1<br>High: 0<br>Medium: 3<br>Low: 0"
Riverside,California,5690,25,855,16,4794,"County: Riverside, California<br>Total Accidents: 5690<br>Critical: 25<br>High: 855<br>Medium: 4794<br>Low: 16"
Roane,Tennessee,36,1,16,0,19,"County: Roane, Tennessee<br>Total Accidents: 36<br>Critical: 1<br>High: 16<br>Medium: 19<br>Low: 0"
Roane,West Virginia,13,3,0,0,10,"County: Roane, West Virginia<br>Total Accidents: 13<br>Critical: 3<br>High: 0<br>Medium: 10<br>Low: 0"
Roanoke,Virginia,35,4,1,0,30,"County: Roanoke, Virginia<br>Total Accidents: 35<br>Critical: 4<br>High: 1<br>Medium: 30<br>Low: 0"
Roanoke (City),Virginia,14,0,0,0,14,"County: Roanoke (City), Virginia<br>Total Accidents: 14<br>Critical: 0<br>High: 0<br>Medium: 14<br>Low: 0"
Roanoke City,Virginia,62,1,14,0,47,"County: Roanoke City, Virginia<br>Total Accidents: 62<br>Critical: 1<br>High: 14<br>Medium: 47<br>Low: 0"
Roanoke County,Virginia,146,4,37,0,105,"County: Roanoke County, Virginia<br>Total Accidents: 146<br>Critical: 4<br>High: 37<br>Medium: 105<br>Low: 0"
Robertson,Tennessee,53,4,13,0,36,"County: Robertson, Tennessee<br>Total Accidents: 53<br>Critical: 4<br>High: 13<br>Medium: 36<br>Low: 0"
Robeson,North Carolina,115,11,21,5,78,"County: Robeson, North Carolina<br>Total Accidents: 115<br>Critical: 11<br>High: 21<br>Medium: 78<br>Low: 5"
Rock,Minnesota,2,0,0,0,2,"County: Rock, Minnesota<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Rock,Wisconsin,61,18,18,0,25,"County: Rock, Wisconsin<br>Total Accidents: 61<br>Critical: 18<br>High: 18<br>Medium: 25<br>Low: 0"
Rock Island,Illinois,11,0,9,0,2,"County: Rock Island, Illinois<br>Total Accidents: 11<br>Critical: 0<br>High: 9<br>Medium: 2<br>Low: 0"
Rockbridge,Virginia,130,11,30,0,89,"County: Rockbridge, Virginia<br>Total Accidents: 130<br>Critical: 11<br>High: 30<br>Medium: 89<br>Low: 0"
Rockcastle,Kentucky,4,1,1,0,2,"County: Rockcastle, Kentucky<br>Total Accidents: 4<br>Critical: 1<br>High: 1<br>Medium: 2<br>Low: 0"
Rockdale,Georgia,56,8,17,0,31,"County: Rockdale, Georgia<br>Total Accidents: 56<br>Critical: 8<br>High: 17<br>Medium: 31<br>Low: 0"
Rockingham,New Hampshire,173,2,36,0,135,"County: Rockingham, New Hampshire<br>Total Accidents: 173<br>Critical: 2<br>High: 36<br>Medium: 135<br>Low: 0"
Rockingham,North Carolina,31,10,0,1,20,"County: Rockingham, North Carolina<br>Total Accidents: 31<br>Critical: 10<br>High: 0<br>Medium: 20<br>Low: 1"
Rockingham,Virginia,174,35,26,0,113,"County: Rockingham, Virginia<br>Total Accidents: 174<br>Critical: 35<br>High: 26<br>Medium: 113<br>Low: 0"
Rockland,New York,670,11,229,1,429,"County: Rockland, New York<br>Total Accidents: 670<br>Critical: 11<br>High: 229<br>Medium: 429<br>Low: 1"
Rockwall,Texas,99,4,53,0,42,"County: Rockwall, Texas<br>Total Accidents: 99<br>Critical: 4<br>High: 53<br>Medium: 42<br>Low: 0"
Rogers,Oklahoma,3,0,0,0,3,"County: Rogers, Oklahoma<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
Roosevelt,Montana,5,1,1,0,3,"County: Roosevelt, Montana<br>Total Accidents: 5<br>Critical: 1<br>High: 1<br>Medium: 3<br>Low: 0"
Roscommon,Michigan,3,0,1,0,2,"County: Roscommon, Michigan<br>Total Accidents: 3<br>Critical: 0<br>High: 1<br>Medium: 2<br>Low: 0"
Roseau,Minnesota,12,0,0,0,12,"County: Roseau, Minnesota<br>Total Accidents: 12<br>Critical: 0<br>High: 0<br>Medium: 12<br>Low: 0"
Rosebud,Montana,24,0,0,0,24,"County: Rosebud, Montana<br>Total Accidents: 24<br>Critical: 0<br>High: 0<br>Medium: 24<br>Low: 0"
Ross,Ohio,5,0,0,0,5,"County: Ross, Ohio<br>Total Accidents: 5<br>Critical: 0<br>High: 0<br>Medium: 5<br>Low: 0"
Routt,Colorado,13,1,1,0,11,"County: Routt, Colorado<br>Total Accidents: 13<br>Critical: 1<br>High: 1<br>Medium: 11<br>Low: 0"
Rowan,Kentucky,1,0,1,0,0,"County: Rowan, Kentucky<br>Total Accidents: 1<br>Critical: 0<br>High: 1<br>Medium: 0<br>Low: 0"
Rowan,North Carolina,90,16,16,2,56,"County: Rowan, North Carolina<br>Total Accidents: 90<br>Critical: 16<br>High: 16<br>Medium: 56<br>Low: 2"
Runnels,Texas,1,0,1,0,0,"County: Runnels, Texas<br>Total Accidents: 1<br>Critical: 0<br>High: 1<br>Medium: 0<br>Low: 0"
Rush,Indiana,6,0,1,0,5,"County: Rush, Indiana<br>Total Accidents: 6<br>Critical: 0<br>High: 1<br>Medium: 5<br>Low: 0"
Rusk,Wisconsin,1,0,0,0,1,"County: Rusk, Wisconsin<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Russell,Alabama,36,1,1,0,34,"County: Russell, Alabama<br>Total Accidents: 36<br>Critical: 1<br>High: 1<br>Medium: 34<br>Low: 0"
Russell,Kansas,1,1,0,0,0,"County: Russell, Kansas<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Russell,Virginia,17,3,1,0,13,"County: Russell, Virginia<br>Total Accidents: 17<br>Critical: 3<br>High: 1<br>Medium: 13<br>Low: 0"
Rutherford,North Carolina,22,6,0,0,16,"County: Rutherford, North Carolina<br>Total Accidents: 22<br>Critical: 6<br>High: 0<br>Medium: 16<br>Low: 0"
Rutherford,Tennessee,144,10,47,1,86,"County: Rutherford, Tennessee<br>Total Accidents: 144<br>Critical: 10<br>High: 47<br>Medium: 86<br>Low: 1"
Rutland,Vermont,2,0,0,0,2,"County: Rutland, Vermont<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Sac,Iowa,4,2,0,0,2,"County: Sac, Iowa<br>Total Accidents: 4<br>Critical: 2<br>High: 0<br>Medium: 2<br>Low: 0"
Sacramento,California,6228,32,511,67,5618,"County: Sacramento, California<br>Total Accidents: 6228<br>Critical: 32<br>High: 511<br>Medium: 5618<br>Low: 67"
Sagadahoc,Maine,7,0,2,0,5,"County: Sagadahoc, Maine<br>Total Accidents: 7<br>Critical: 0<br>High: 2<br>Medium: 5<br>Low: 0"
Saginaw,Michigan,62,13,20,0,29,"County: Saginaw, Michigan<br>Total Accidents: 62<br>Critical: 13<br>High: 20<br>Medium: 29<br>Low: 0"
Saguache,Colorado,6,1,0,0,5,"County: Saguache, Colorado<br>Total Accidents: 6<br>Critical: 1<br>High: 0<br>Medium: 5<br>Low: 0"
Saint Charles,Louisiana,2,0,1,0,1,"County: Saint Charles, Louisiana<br>Total Accidents: 2<br>Critical: 0<br>High: 1<br>Medium: 1<br>Low: 0"
Saint Charles,Missouri,1,1,0,0,0,"County: Saint Charles, Missouri<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Saint Clair,Illinois,4,2,0,0,2,"County: Saint Clair, Illinois<br>Total Accidents: 4<br>Critical: 2<br>High: 0<br>Medium: 2<br>Low: 0"
Saint Clair,Michigan,1,1,0,0,0,"County: Saint Clair, Michigan<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Saint Johns,Florida,1,0,0,0,1,"County: Saint Johns, Florida<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Saint Joseph,Michigan,3,2,0,0,1,"County: Saint Joseph, Michigan<br>Total Accidents: 3<br>Critical: 2<br>High: 0<br>Medium: 1<br>Low: 0"
Saint Louis,Minnesota,1,0,0,0,1,"County: Saint Louis, Minnesota<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Saint Louis,Missouri,19,3,8,1,7,"County: Saint Louis, Missouri<br>Total Accidents: 19<br>Critical: 3<br>High: 8<br>Medium: 7<br>Low: 1"
Saint Louis City,Missouri,2,0,1,0,1,"County: Saint Louis City, Missouri<br>Total Accidents: 2<br>Critical: 0<br>High: 1<br>Medium: 1<br>Low: 0"
Saint Lucie,Florida,8,0,0,0,8,"County: Saint Lucie, Florida<br>Total Accidents: 8<br>Critical: 0<br>High: 0<br>Medium: 8<br>Low: 0"
Saint Marys,Maryland,1,1,0,0,0,"County: Saint Marys, Maryland<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Salem,New Jersey,66,9,7,0,50,"County: Salem, New Jersey<br>Total Accidents: 66<br>Critical: 9<br>High: 7<br>Medium: 50<br>Low: 0"
Salem,Virginia,18,1,8,0,9,"County: Salem, Virginia<br>Total Accidents: 18<br>Critical: 1<br>High: 8<br>Medium: 9<br>Low: 0"
Salem (City),Virginia,3,0,0,0,3,"County: Salem (City), Virginia<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
Saline,Arkansas,62,10,1,0,51,"County: Saline, Arkansas<br>Total Accidents: 62<br>Critical: 10<br>High: 1<br>Medium: 51<br>Low: 0"
Saline,Kansas,2,0,0,0,2,"County: Saline, Kansas<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Saline,Missouri,12,0,2,0,10,"County: Saline, Missouri<br>Total Accidents: 12<br>Critical: 0<br>High: 2<br>Medium: 10<br>Low: 0"
Saline,Nebraska,1,1,0,0,0,"County: Saline, Nebraska<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Salt Lake,Utah,2522,30,424,14,2054,"County: Salt Lake, Utah<br>Total Accidents: 2522<br>Critical: 30<br>High: 424<br>Medium: 2054<br>Low: 14"
Saluda,South Carolina,83,0,0,0,83,"County: Saluda, South Carolina<br>Total Accidents: 83<br>Critical: 0<br>High: 0<br>Medium: 83<br>Low: 0"
Sampson,North Carolina,42,18,0,0,24,"County: Sampson, North Carolina<br>Total Accidents: 42<br>Critical: 18<br>High: 0<br>Medium: 24<br>Low: 0"
San Benito,California,241,1,2,2,236,"County: San Benito, California<br>Total Accidents: 241<br>Critical: 1<br>High: 2<br>Medium: 236<br>Low: 2"
San Bernardino,California,7226,57,1289,14,5866,"County: San Bernardino, California<br>Total Accidents: 7226<br>Critical: 57<br>High: 1289<br>Medium: 5866<br>Low: 14"
San Diego,California,6795,37,1397,8,5353,"County: San Diego, California<br>Total Accidents: 6795<br>Critical: 37<br>High: 1397<br>Medium: 5353<br>Low: 8"
San Francisco,California,1226,18,297,15,896,"County: San Francisco, California<br>Total Accidents: 1226<br>Critical: 18<br>High: 297<br>Medium: 896<br>Low: 15"
San Jacinto,Texas,1,0,0,0,1,"County: San Jacinto, Texas<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
San Joaquin,California,2195,18,235,29,1913,"County: San Joaquin, California<br>Total Accidents: 2195<br>Critical: 18<br>High: 235<br>Medium: 1913<br>Low: 29"
San Juan,Colorado,1,0,0,0,1,"County: San Juan, Colorado<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
San Juan,New Mexico,4,0,0,0,4,"County: San Juan, New Mexico<br>Total Accidents: 4<br>Critical: 0<br>High: 0<br>Medium: 4<br>Low: 0"
San Juan,Utah,56,1,1,0,54,"County: San Juan, Utah<br>Total Accidents: 56<br>Critical: 1<br>High: 1<br>Medium: 54<br>Low: 0"
San Luis Obispo,California,682,2,2,4,674,"County: San Luis Obispo, California<br>Total Accidents: 682<br>Critical: 2<br>High: 2<br>Medium: 674<br>Low: 4"
San Mateo,California,2012,20,217,26,1749,"County: San Mateo, California<br>Total Accidents: 2012<br>Critical: 20<br>High: 217<br>Medium: 1749<br>Low: 26"
San Miguel,Colorado,4,0,1,0,3,"County: San Miguel, Colorado<br>Total Accidents: 4<br>Critical: 0<br>High: 1<br>Medium: 3<br>Low: 0"
San Miguel,New Mexico,2,0,0,0,2,"County: San Miguel, New Mexico<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
San Patricio,Texas,1,0,0,0,1,"County: San Patricio, Texas<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Sanders,Montana,16,0,0,0,16,"County: Sanders, Montana<br>Total Accidents: 16<br>Critical: 0<br>High: 0<br>Medium: 16<br>Low: 0"
Sandoval,New Mexico,8,0,2,0,6,"County: Sandoval, New Mexico<br>Total Accidents: 8<br>Critical: 0<br>High: 2<br>Medium: 6<br>Low: 0"
Sandusky,Ohio,17,0,7,0,10,"County: Sandusky, Ohio<br>Total Accidents: 17<br>Critical: 0<br>High: 7<br>Medium: 10<br>Low: 0"
Sangamon,Illinois,52,3,38,0,11,"County: Sangamon, Illinois<br>Total Accidents: 52<br>Critical: 3<br>High: 38<br>Medium: 11<br>Low: 0"
Sanpete,Utah,42,1,0,0,41,"County: Sanpete, Utah<br>Total Accidents: 42<br>Critical: 1<br>High: 0<br>Medium: 41<br>Low: 0"
Santa Barbara,California,825,8,4,6,807,"County: Santa Barbara, California<br>Total Accidents: 825<br>Critical: 8<br>High: 4<br>Medium: 807<br>Low: 6"
Santa Clara,California,4562,36,598,73,3855,"County: Santa Clara, California<br>Total Accidents: 4562<br>Critical: 36<br>High: 598<br>Medium: 3855<br>Low: 73"
Santa Cruz,Arizona,2,0,0,0,2,"County: Santa Cruz, Arizona<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Santa Cruz,California,998,9,15,13,961,"County: Santa Cruz, California<br>Total Accidents: 998<br>Critical: 9<br>High: 15<br>Medium: 961<br>Low: 13"
Santa Fe,New Mexico,13,2,2,0,9,"County: Santa Fe, New Mexico<br>Total Accidents: 13<br>Critical: 2<br>High: 2<br>Medium: 9<br>Low: 0"
Santa Rosa,Florida,365,4,22,0,339,"County: Santa Rosa, Florida<br>Total Accidents: 365<br>Critical: 4<br>High: 22<br>Medium: 339<br>Low: 0"
Sarasota,Florida,1339,13,116,11,1199,"County: Sarasota, Florida<br>Total Accidents: 1339<br>Critical: 13<br>High: 116<br>Medium: 1199<br>Low: 11"
Saratoga,New York,468,11,79,4,374,"County: Saratoga, New York<br>Total Accidents: 468<br>Critical: 11<br>High: 79<br>Medium: 374<br>Low: 4"
Sargent,North Dakota,2,0,0,0,2,"County: Sargent, North Dakota<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Sarpy,Nebraska,375,3,29,3,340,"County: Sarpy, Nebraska<br>Total Accidents: 375<br>Critical: 3<br>High: 29<br>Medium: 340<br>Low: 3"
Sauk,Wisconsin,13,1,3,0,9,"County: Sauk, Wisconsin<br>Total Accidents: 13<br>Critical: 1<br>High: 3<br>Medium: 9<br>Low: 0"
Saunders,Nebraska,3,0,0,0,3,"County: Saunders, Nebraska<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
Schenectady,New York,157,9,40,2,106,"County: Schenectady, New York<br>Total Accidents: 157<br>Critical: 9<br>High: 40<br>Medium: 106<br>Low: 2"
Schley,Georgia,3,0,0,0,3,"County: Schley, Georgia<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
Schoharie,New York,21,4,5,0,12,"County: Schoharie, New York<br>Total Accidents: 21<br>Critical: 4<br>High: 5<br>Medium: 12<br>Low: 0"
Schoolcraft,Michigan,2,1,0,0,1,"County: Schoolcraft, Michigan<br>Total Accidents: 2<br>Critical: 1<br>High: 0<br>Medium: 1<br>Low: 0"
Schuyler,New York,1,0,0,0,1,"County: Schuyler, New York<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Schuylkill,Pennsylvania,91,14,14,0,63,"County: Schuylkill, Pennsylvania<br>Total Accidents: 91<br>Critical: 14<br>High: 14<br>Medium: 63<br>Low: 0"
Scioto,Ohio,4,2,0,0,2,"County: Scioto, Ohio<br>Total Accidents: 4<br>Critical: 2<br>High: 0<br>Medium: 2<br>Low: 0"
Scotland,North Carolina,10,1,0,0,9,"County: Scotland, North Carolina<br>Total Accidents: 10<br>Critical: 1<br>High: 0<br>Medium: 9<br>Low: 0"
Scott,Arkansas,9,4,0,0,5,"County: Scott, Arkansas<br>Total Accidents: 9<br>Critical: 4<br>High: 0<br>Medium: 5<br>Low: 0"
Scott,Illinois,4,0,4,0,0,"County: Scott, Illinois<br>Total Accidents: 4<br>Critical: 0<br>High: 4<br>Medium: 0<br>Low: 0"
Scott,Indiana,17,6,0,0,11,"County: Scott, Indiana<br>Total Accidents: 17<br>Critical: 6<br>High: 0<br>Medium: 11<br>Low: 0"
Scott,Iowa,77,4,18,0,55,"County: Scott, Iowa<br>Total Accidents: 77<br>Critical: 4<br>High: 18<br>Medium: 55<br>Low: 0"
Scott,Kentucky,7,1,3,0,3,"County: Scott, Kentucky<br>Total Accidents: 7<br>Critical: 1<br>High: 3<br>Medium: 3<br>Low: 0"
Scott,Minnesota,224,1,11,0,212,"County: Scott, Minnesota<br>Total Accidents: 224<br>Critical: 1<br>High: 11<br>Medium: 212<br>Low: 0"
Scott,Mississippi,4,1,0,0,3,"County: Scott, Mississippi<br>Total Accidents: 4<br>Critical: 1<br>High: 0<br>Medium: 3<br>Low: 0"
Scott,Missouri,3,0,3,0,0,"County: Scott, Missouri<br>Total Accidents: 3<br>Critical: 0<br>High: 3<br>Medium: 0<br>Low: 0"
Scott,Tennessee,2,0,1,0,1,"County: Scott, Tennessee<br>Total Accidents: 2<br>Critical: 0<br>High: 1<br>Medium: 1<br>Low: 0"
Scott,Virginia,20,1,0,0,19,"County: Scott, Virginia<br>Total Accidents: 20<br>Critical: 1<br>High: 0<br>Medium: 19<br>Low: 0"
Scotts Bluff,Nebraska,1,0,0,0,1,"County: Scotts Bluff, Nebraska<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Screven,Georgia,4,1,0,0,3,"County: Screven, Georgia<br>Total Accidents: 4<br>Critical: 1<br>High: 0<br>Medium: 3<br>Low: 0"
Searcy,Arkansas,10,3,0,0,7,"County: Searcy, Arkansas<br>Total Accidents: 10<br>Critical: 3<br>High: 0<br>Medium: 7<br>Low: 0"
Sebastian,Arkansas,41,4,0,0,37,"County: Sebastian, Arkansas<br>Total Accidents: 41<br>Critical: 4<br>High: 0<br>Medium: 37<br>Low: 0"
Sedgwick,Colorado,6,1,1,0,4,"County: Sedgwick, Colorado<br>Total Accidents: 6<br>Critical: 1<br>High: 1<br>Medium: 4<br>Low: 0"
Sedgwick,Kansas,104,5,10,0,89,"County: Sedgwick, Kansas<br>Total Accidents: 104<br>Critical: 5<br>High: 10<br>Medium: 89<br>Low: 0"
Seminole,Florida,701,16,132,6,547,"County: Seminole, Florida<br>Total Accidents: 701<br>Critical: 16<br>High: 132<br>Medium: 547<br>Low: 6"
Seminole,Georgia,2,2,0,0,0,"County: Seminole, Georgia<br>Total Accidents: 2<br>Critical: 2<br>High: 0<br>Medium: 0<br>Low: 0"
Seneca,New York,42,3,10,0,29,"County: Seneca, New York<br>Total Accidents: 42<br>Critical: 3<br>High: 10<br>Medium: 29<br>Low: 0"
Seneca,Ohio,2,1,0,0,1,"County: Seneca, Ohio<br>Total Accidents: 2<br>Critical: 1<br>High: 0<br>Medium: 1<br>Low: 0"
Sequatchie,Tennessee,4,0,0,0,4,"County: Sequatchie, Tennessee<br>Total Accidents: 4<br>Critical: 0<br>High: 0<br>Medium: 4<br>Low: 0"
Sequoyah,Oklahoma,2,2,0,0,0,"County: Sequoyah, Oklahoma<br>Total Accidents: 2<br>Critical: 2<br>High: 0<br>Medium: 0<br>Low: 0"
Sevier,Arkansas,4,0,0,0,4,"County: Sevier, Arkansas<br>Total Accidents: 4<br>Critical: 0<br>High: 0<br>Medium: 4<br>Low: 0"
Sevier,Tennessee,25,3,3,0,19,"County: Sevier, Tennessee<br>Total Accidents: 25<br>Critical: 3<br>High: 3<br>Medium: 19<br>Low: 0"
Sevier,Utah,114,1,13,0,100,"County: Sevier, Utah<br>Total Accidents: 114<br>Critical: 1<br>High: 13<br>Medium: 100<br>Low: 0"
Seward,Nebraska,9,0,2,0,7,"County: Seward, Nebraska<br>Total Accidents: 9<br>Critical: 0<br>High: 2<br>Medium: 7<br>Low: 0"
Shackelford,Texas,1,0,0,0,1,"County: Shackelford, Texas<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Sharp,Arkansas,4,0,0,0,4,"County: Sharp, Arkansas<br>Total Accidents: 4<br>Critical: 0<br>High: 0<br>Medium: 4<br>Low: 0"
Shasta,California,414,5,23,0,386,"County: Shasta, California<br>Total Accidents: 414<br>Critical: 5<br>High: 23<br>Medium: 386<br>Low: 0"
Shawano,Wisconsin,12,4,1,0,7,"County: Shawano, Wisconsin<br>Total Accidents: 12<br>Critical: 4<br>High: 1<br>Medium: 7<br>Low: 0"
Shawnee,Kansas,12,1,6,0,5,"County: Shawnee, Kansas<br>Total Accidents: 12<br>Critical: 1<br>High: 6<br>Medium: 5<br>Low: 0"
Sheboygan,Wisconsin,25,6,6,0,13,"County: Sheboygan, Wisconsin<br>Total Accidents: 25<br>Critical: 6<br>High: 6<br>Medium: 13<br>Low: 0"
Shelby,Alabama,232,8,41,5,178,"County: Shelby, Alabama<br>Total Accidents: 232<br>Critical: 8<br>High: 41<br>Medium: 178<br>Low: 5"
Shelby,Indiana,39,3,7,0,29,"County: Shelby, Indiana<br>Total Accidents: 39<br>Critical: 3<br>High: 7<br>Medium: 29<br>Low: 0"
Shelby,Kentucky,7,1,2,0,4,"County: Shelby, Kentucky<br>Total Accidents: 7<br>Critical: 1<br>High: 2<br>Medium: 4<br>Low: 0"
Shelby,Ohio,22,6,4,0,12,"County: Shelby, Ohio<br>Total Accidents: 22<br>Critical: 6<br>High: 4<br>Medium: 12<br>Low: 0"
Shelby,Tennessee,1190,23,338,23,806,"County: Shelby, Tennessee<br>Total Accidents: 1190<br>Critical: 23<br>High: 338<br>Medium: 806<br>Low: 23"
Shelby,Texas,3,0,0,0,3,"County: Shelby, Texas<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
Shenandoah,Virginia,209,16,53,0,140,"County: Shenandoah, Virginia<br>Total Accidents: 209<br>Critical: 16<br>High: 53<br>Medium: 140<br>Low: 0"
Sherburne,Minnesota,168,0,6,1,161,"County: Sherburne, Minnesota<br>Total Accidents: 168<br>Critical: 0<br>High: 6<br>Medium: 161<br>Low: 1"
Sheridan,Montana,2,0,0,0,2,"County: Sheridan, Montana<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Sheridan,Wyoming,2,0,1,0,1,"County: Sheridan, Wyoming<br>Total Accidents: 2<br>Critical: 0<br>High: 1<br>Medium: 1<br>Low: 0"
Sherman,Oregon,83,1,1,0,81,"County: Sherman, Oregon<br>Total Accidents: 83<br>Critical: 1<br>High: 1<br>Medium: 81<br>Low: 0"
Sherman,Texas,1,0,0,0,1,"County: Sherman, Texas<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Shiawassee,Michigan,23,5,4,0,14,"County: Shiawassee, Michigan<br>Total Accidents: 23<br>Critical: 5<br>High: 4<br>Medium: 14<br>Low: 0"
